prvdr_num,prvdr_name,prvdr_address,city,state,prov_region,zip,CBSA_CD,MSA_CD,ownership,urban_rural,teaching,UCN,beds_grp,org_npi_num,IDN,IDN_parent,Covid_payment
450031,"MEDICAL CENTER OF MESQUITE,THE",1011 N GALLOWAY,MESQUITE,TX,SOUTH,75149,19124,19124,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,700 E MARSHALL AVE,LONGVIEW,TX,SOUTH,75601,30980,30980,PRIVATE (NOT FOR PROFIT),URBAN,YES,4184,500+,1124092036,CHRISTUS Good Shepherd Health System,NA,0
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,SOUTH,78550,15180,15180,PRIVATE (FOR PROFIT),URBAN,YES,3719,500+,1457994188,Valley Baptist Health System,Tenet Healthcare,0
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,TX,SOUTH,77702,13140,13140,PRIVATE (NOT FOR PROFIT),URBAN,NO,64573,500+,1679557888,CHRISTUS Health,CHRISTUS Health,0
450035,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,SOUTH,77002,26420,26420,PHYSICIAN OWNERSHIP,URBAN,YES,8758,500+,1154361475,IASIS Healthcare,NA,0
450037,CHRISTUS GOOD SHEPHERD MEDICAL CENTER- LONGVIEW,700 EAST MARSHALL AVENUE,LONGVIEW,TX,SOUTH,75601,30980,30980,PRIVATE (NOT FOR PROFIT),URBAN,YES,3676,400-499,1689663007,CHRISTUS Good Shepherd Health System,NA,0
450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,SOUTH,76104,23104,23104,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,5561,400-499,1992753222,John Peter Smith (JPS) Health Network,NA,0
450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,SOUTH,79410,31180,31180,CHURCH,URBAN,YES,3725,300-399,1972517365,Covenant Health System,Providence St Joseph Health (FKA Providence Health & Services),0
450041,CLC ROLLINS BROOK HOSPITAL INC,608 N KEY AVE,LAMPASAS,TX,SOUTH,76550,28660,28660,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO,TX,SOUTH,76712,47380,47380,PRIVATE (NOT FOR PROFIT),URBAN,YES,9833,200-299,1093708679,Providence Healthcare Network,Ascension Health,0
450043,ST JOSEPH HOSPITAL,1401 S MAIN ST,FORT WORTH,TX,SOUTH,76104,23104,23104,CHURCH,URBAN,NO,NA,400-499,NA,NA,NA,0
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,6201 HARRY HINES BLVD,DALLAS,TX,SOUTH,75390,19124,19124,STATE,URBAN,YES,3669,500+,1285798918,University Of Texas Southwestern Medical Center At Dallas,University of Texas System,0
450045,KING WILLIAM HEALTH CARE CENTER,323 E JOHNSON ST,SAN ANTONIO,TX,SOUTH,78204,41700,41700,PRIVATE (FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,SOUTH,78404,18580,18580,PRIVATE (NOT FOR PROFIT),URBAN,YES,5617,500+,1689641680,CHRISTUS Spohn Health System,CHRISTUS Health,0
450047,DOLLY VINSANT MEMORIAL HOSPITAL,400 EAST HWY 77,SAN BENITO,TX,SOUTH,78586,15180,15180,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450048,ST EDWARD HOSPITAL,806 N CROCKETT ST BOX 969,CAMERON,TX,SOUTH,76520,99945,45,CHURCH,RURAL,NO,NA,000-099,NA,NA,NA,0
450050,WARD MEMORIAL HOSPITAL,406 S GARY ST,MONAHANS,TX,SOUTH,79756,99945,45,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
450052,GOODALL WITCHER HOSPITAL,101 POSEY AVENUE,CLIFTON,TX,SOUTH,76634,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,9832,000-099,NA,NA,NA,0
450053,LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,HALLETTSVILLE,TX,SOUTH,77964,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450054,BAYLOR SCOTT & WHITE  CLINIC - TEMPLE,2401 S  31ST ST,TEMPLE,TX,SOUTH,76508,28660,28660,PRIVATE (NOT FOR PROFIT),URBAN,YES,80258,500+,1477516466,Baylor Scott & White - Central Texas (FKA Scott & White Memorial Healthcare),Baylor Scott & White Health,0
450055,ROLLING PLAINS MEMORIAL HOSPITAL,200 E ARIZONA,SWEETWATER,TX,SOUTH,79556,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,11763,000-099,1275581852,NA,NA,0
450056,ASCENSION SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,AUSTIN,TX,SOUTH,78705,12420,12420,PRIVATE (NOT FOR PROFIT),URBAN,YES,3721,500+,1164526786,Seton Healthcare Family,Ascension Health,0
450057,WEST TEXAS HOSPITAL,1401 NINTH STREET,LUBBOCK,TX,SOUTH,79401,31180,31180,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,SOUTH,78205,41700,41700,PRIVATE (FOR PROFIT),URBAN,YES,3717,500+,1598744856,Baptist Health System - San Antonio TX,Tenet Healthcare,0
450059,CHRISTUS SANTA ROSA HOSPITAL NEW BRAUNFELS,600 N UNION AVE,NEW BRAUNFELS,TX,SOUTH,78130,41700,41700,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
450060,WESTBURY HOSPITAL,5556 GASMER AVENUE,HOUSTON,TX,SOUTH,77035,26420,26420,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
450063,PARMER COUNTY COMMUNITY HOSPITAL INC,1307 CLEVELAND,FRIONA,TX,SOUTH,79035,99945,45,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,SOUTH,76012,23104,23104,PRIVATE (NOT FOR PROFIT),URBAN,NO,9809,300-399,1174533343,Texas Health Resources,NA,0
450065,SWEENY COMMUNITY HOSPITAL,305 N MCKINNEY ST,SWEENY,TX,SOUTH,77480,26420,26420,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,NA,000-099,NA,NA,NA,0
450066,GASTON EPISCOPAL HOSPITAL,3505 GASTON AVE,DALLAS,TX,SOUTH,75246,19124,19124,OTHER (SPECIFY),URBAN,NO,NA,100-199,NA,NA,NA,0
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,SOUTH,77030,26420,26420,PRIVATE (NOT FOR PROFIT),URBAN,YES,26974,500+,1982666111,Memorial Hermann Health System,NA,0
450069,CONTINENTAL HOSPITAL BOULEVARD,3705 CAMP BOWIE BLVD,FORT WORTH,TX,SOUTH,76107,23104,23104,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450070,GILMER MEDICAL CENTER,712 NORTH WOOD STREET,GILMER,TX,SOUTH,75644,30980,30980,CHURCH,URBAN,NO,NA,000-099,NA,NA,NA,0
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,100 MEDICAL DRIVE,LAKE JACKSON,TX,SOUTH,77566,26420,26420,PRIVATE (NOT FOR PROFIT),URBAN,NO,3706,100-199,1972581940,CHI St Lukes Health (FKA: St Lukes Episcopal Health System),Catholic Health Initiatives (CHI),0
450073,COGDELL MEMORIAL HOSPITAL,1700 COGDELL BLVD,SNYDER,TX,SOUTH,79549,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,5644,000-099,NA,NA,NA,0
450074,SOUTHSIDE HEALTH CENTER,4626 WEBER RD,CORPUS CHRISTI,TX,SOUTH,78411,18580,18580,PRIVATE (FOR PROFIT),URBAN,YES,NA,100-199,NA,NA,NA,0
450076,"UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,THE",1515 HOLCOMBE BLVD,HOUSTON,TX,SOUTH,77030,26420,26420,STATE,URBAN,YES,26434,500+,1174582050,NA,NA,0
450077,WINTER GARDEN MED CENTER HOSPITAL,HIGHWAY 85 WEST BOX 29,DILLEY,TX,SOUTH,78017,99945,45,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
450078,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,SOUTH,79501,10180,10180,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,13087,000-099,1457393571,NA,NA,0
450079,BAYLOR SCOTT AND WHITE MEDICAL CENTER  IRVING,1901 N MACARTHUR BLVD,IRVING,TX,SOUTH,75061,19124,19124,PRIVATE (NOT FOR PROFIT),URBAN,NO,3660,200-299,1992700983,Baylor Scott & White Health - North Texas,Baylor Scott & White Health,0
450081,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,SOUTH,77995,99945,45,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,BEEVILLE,TX,SOUTH,78102,99945,45,CHURCH,RURAL,NO,3711,000-099,1447228747,CHRISTUS Spohn Health System,CHRISTUS Health,0
450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,1000 SOUTH BECKHAM AVE,TYLER,TX,SOUTH,75701,46340,46340,PRIVATE (FOR PROFIT),URBAN,NO,3678,400-499,1407364847,East Texas Medical Center (ETMC) Regional Healthcare System,NA,0
450084,GOLDEN PLAINS COMMUNITY HOSPITAL,200 S MCGEE,BORGER,TX,SOUTH,79007,99945,45,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,TX,SOUTH,76450,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,11624,000-099,1881691061,NA,NA,0
450087,MEDICAL CITY NORTH HILLS,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,SOUTH,76180,23104,23104,PRIVATE (FOR PROFIT),URBAN,NO,6691,100-199,1518911833,Medical City Healthcare (FKA: HCA North Texas Region),Hospital Corporation of America (HCA),0
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,SOUTH,76240,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,9827,000-099,1972071991,NA,NA,0
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,SOUTH,78852,99945,45,PRIVATE (FOR PROFIT),RURAL,NO,9869,100-199,1770579591,Universal Health Services,Universal Health Services,0
450093,COMFORT COMMUNITY HOSP,700 FALTIN BOX 338,COMFORT,TX,SOUTH,78013,41700,41700,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450094,DALLAS SOUTHWEST MEDICAL CENTER,2929 S HAMPTON RD,DALLAS,TX,SOUTH,75224,19124,19124,PRIVATE (FOR PROFIT),URBAN,YES,NA,100-199,NA,NA,NA,0
450095,DALLAS MEDICAL AND SURGICAL HOSPITAL,4105 LIVE OAK ST,DALLAS,TX,SOUTH,75204,19124,19124,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450096,CHRISTUS ST MARY HOSPITAL,3600 GATES BLVD,PORT ARTHUR,TX,SOUTH,77642,13140,13140,CHURCH,URBAN,NO,NA,200-299,NA,NA,NA,0
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,4000 SPENCER HWY,PASADENA,TX,SOUTH,77504,26420,26420,PRIVATE (FOR PROFIT),URBAN,NO,6714,400-499,1174576698,HCA Gulf Coast Division,Hospital Corporation of America (HCA),0
450098,EAST TEXAS MEDICAL CENTER PITTSBURG,414 QUITMAN STREET,PITTSBURG,TX,SOUTH,75686,99945,45,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,SOUTH,79065,99945,45,PRIVATE (NOT FOR PROFIT),RURAL,NO,5635,100-199,1386902138,Prime Healthcare Services Foundation,Prime Healthcare Services,0
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,SOUTH,76712,47380,47380,PRIVATE (NOT FOR PROFIT),URBAN,NO,3688,200-299,1891882833,Baylor Scott & White - Central Texas (FKA Scott & White Memorial Healthcare),Baylor Scott & White Health,0
450102,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,SOUTH,75701,46340,46340,PRIVATE (NOT FOR PROFIT),URBAN,NO,69747,500+,1679578439,CHRISTUS Trinity Mother Frances Health System,CHRISTUS Health,0
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,SOUTH,78155,41700,41700,OTHER (SPECIFY),URBAN,NO,10649,100-199,1720088123,NA,NA,0
450107,LAS PALMAS DEL SOL HEALTHCARE,1801 NORTH OREGON STREET,EL PASO,TX,SOUTH,79902,21340,21340,PRIVATE (FOR PROFIT),URBAN,YES,6747,500+,1770536120,Las Palmas Del Sol Healthcare,Hospital Corporation of America (HCA),0
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,SOUTH,78114,41700,41700,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,11540,000-099,1871599829,NA,NA,0
450109,MUENSTER MEMORIAL HOSPITAL,605 N MAPLE AVENUE BOX 370,MUENSTER,TX,SOUTH,76252,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450110,SOUTH PARK HOSPITAL & MEDICAL CENTER,6610 QUAKER AVE,LUBBOCK,TX,SOUTH,79413,31180,31180,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450111,MEMORIAL HOSPITAL PADADENA,906 E SOUTHMORE,PASADENA,TX,SOUTH,77502,26420,26420,PRIVATE (FOR PROFIT),URBAN,NO,NA,200-299,NA,NA,NA,0
450112,MCCUISTION REGIONAL MEDICAL CENTER,865 DESHONG DRIVE,PARIS,TX,SOUTH,75460,99945,45,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,100-199,NA,NA,NA,0
450113,PALESTINE REG MED CTR,4000 SOUTH LOOP 256,PALESTINE,TX,SOUTH,75801,99945,45,OTHER (SPECIFY),RURAL,NO,NA,100-199,NA,NA,NA,0
450115,MEDICAL CENTER-GLADEWATER,300 W UPSHUR,GLADEWATER,TX,SOUTH,75647,30980,30980,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,NA,000-099,NA,NA,NA,0
450116,SETON HOLY CROSS,2600 E MARTIN LUTHER KING JR BLVD,AUSTIN,TX,SOUTH,78702,12420,12420,CHURCH,URBAN,NO,NA,100-199,NA,NA,NA,0
450118,COLUMBIA DOCTORS REGIONAL MED CENTER,3315 SOUTH ALAMEDA,CORPUS CHRISTI,TX,SOUTH,78411,18580,18580,PRIVATE (FOR PROFIT),URBAN,NO,NA,300-399,NA,NA,NA,0
450119,SOUTH TEXAS HEALTH SYSTEM BEHAVIORAL,1102 W TRENTON ROAD,EDINBURG,TX,SOUTH,78539,32580,32580,PRIVATE (FOR PROFIT),URBAN,YES,5620,500+,1770573586,South Texas Health System,Universal Health Services,0
450121,OSTEOPATHIC MEDICAL CENTER OF TEXAS,1000 MONTGOMERY ST,FORT WORTH,TX,SOUTH,76107,23104,23104,OTHER (SPECIFY),URBAN,YES,NA,200-299,NA,NA,NA,0
450122,MILAM REGIONAL MEDICAL CENTER,512 N JEFFERSON ST,CAMERON,TX,SOUTH,76520,99945,45,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
450123,RENAISSANCE HOSPITAL GROVES,5500 39TH ST,GROVES,TX,SOUTH,77619,13140,13140,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,601 E 15TH STREET,AUSTIN,TX,SOUTH,78701,12420,12420,PRIVATE (NOT FOR PROFIT),URBAN,YES,5627,200-299,1093810327,Seton Healthcare Family,Ascension Health,0
450126,EAST HOUSTON REGIONAL MEDICAL CENTER,13111 EAST FREEWAY,HOUSTON,TX,SOUTH,77015,26420,26420,PRIVATE (FOR PROFIT),URBAN,NO,NA,200-299,NA,NA,NA,0
450127,LEE MEMORIAL HOSPITAL,898 E RICHMOND,GIDDINGS,TX,SOUTH,78942,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,SOUTH,78596,32580,32580,PRIVATE (NOT FOR PROFIT),URBAN,YES,60088,200-299,1861488579,Prime Healthcare Services Foundation,Prime Healthcare Services,0
450129,MERCY HOSP,625 S 19TH ST,SLATON,TX,SOUTH,79364,31180,31180,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
450130,NIX HEALTH CARE SYSTEM,1975 BABCOCK RD,SAN ANTONIO,TX,SOUTH,78229,41700,41700,PRIVATE (FOR PROFIT),URBAN,NO,7090,300-399,1801168190,Prospect Medical Holdings,Prospect Medical Holdings,0
450131,NORTHWEST REGIONAL HOSPITAL,13725 FARM ROAD 624,CORPUS CHRISTI,TX,SOUTH,78469,18580,18580,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA,TX,SOUTH,79761,36220,36220,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,5651,400-499,1740273994,NA,NA,0
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,SOUTH,79701,33260,33260,LOCAL,URBAN,YES,3730,500+,1255325817,Midland Memorial Health,NA,0
450134,OAKWOOD FAMILY HOSPITAL,5301 UNIVERSITY AVE,LUBBOCK,TX,SOUTH,79413,31180,31180,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,SOUTH,76104,23104,23104,CHURCH,URBAN,YES,3683,500+,1336172105,Texas Health Resources,NA,0
450136,SHILOH PARK HOSPITAL,2010 S SHILOH RD BOX 2927,GARLAND,TX,SOUTH,75041,19124,19124,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,SOUTH,76104,23104,23104,PRIVATE (NOT FOR PROFIT),URBAN,NO,3682,500+,1669472387,Baylor Scott & White Health - North Texas,Baylor Scott & White Health,0
450140,CRANE MEMORIAL HOSPITAL,1310 S ALFORD ST,CRANE,TX,SOUTH,79731,99945,45,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
450141,HICO HOSPITAL,HIGHWAY 281 SOUTH PO BOX 340,HICO,TX,SOUTH,76457,99945,45,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
450142,COLUMBIA HEB HOSPIAL,1301 AIRPORT FREEWAY,BEDFORD,TX,SOUTH,76021,23104,23104,PRIVATE (FOR PROFIT),URBAN,YES,NA,200-299,NA,NA,NA,0
450143,SETON SMITHVILLE REGIONAL HOSPITAL,1201 HILL RD ATTN: FIN DIR,SMITHVILLE,TX,SOUTH,78957,12420,12420,CHURCH,URBAN,NO,12382,000-099,1154612638,Seton Healthcare Family,Ascension Health,0
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,720 HOSPITAL DRIVE,ANDREWS,TX,SOUTH,79714,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,5647,000-099,1174563779,NA,NA,0
450145,REFUGIO COUNTY MEMORIAL HOSP DISTRICT,107 SWIFT ST,REFUGIO,TX,SOUTH,78377,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450146,HANSFORD HOSPITAL,707 S ROLAND,SPEARMAN,TX,SOUTH,79081,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450147,DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO ST,VICTORIA,TX,SOUTH,77901,47020,47020,PRIVATE (FOR PROFIT),URBAN,YES,6726,100-199,1851343909,DeTar Healthcare System,Community Health Systems (CHS),0
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,SOUTH,76033,23104,23104,CHURCH,URBAN,YES,5558,100-199,1396778064,Texas Health Resources,NA,0
450149,DALLAS/FORT WORTH MEDICAL CENTER,2709 HOSPITAL BLVD,GRAND PRAIRIE,TX,SOUTH,75051,19124,19124,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,100-199,NA,NA,NA,0
450150,BIG BEND REGIONAL MEDICAL CENTER,801 E BROWN ST,ALPINE,TX,SOUTH,79830,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,YES,NA,000-099,NA,NA,NA,0
450151,FAYETTE MEMORIAL HOSPITAL,543 N JACKSON,LA GRANGE,TX,SOUTH,78945,99945,45,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
450152,ADVENTHEALTH CENTRAL TEXAS,2201 S CLEAR CREEK ROAD,KILLEEN,TX,SOUTH,76542,28660,28660,CHURCH,URBAN,NO,6695,200-299,1629089966,Metroplex Health System,Adventist Health System,0
450153,CHRISTUS SPOHN HOSPITAL SHORELINE,600 ELIZABETH ST,CORPUS CHRISTI,TX,SOUTH,78404,18580,18580,CHURCH,URBAN,NO,NA,400-499,NA,NA,NA,0
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,DEL RIO,TX,SOUTH,78840,99945,45,PRIVATE (FOR PROFIT),RURAL,NO,9863,000-099,1104830900,HCA San Antonio Division (AKA: Methodist Health System of San Antonio),Hospital Corporation of America (HCA),0
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,HEREFORD,TX,SOUTH,79045,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,14160,000-099,1568454403,NA,NA,0
450157,HAMILTON HOSPITAL,901 W HAMILTON ST BOX 158,OLNEY,TX,SOUTH,76374,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450160,MEMORIAL HOSPITAL (451358),209 N W 8TH ST,SEMINOLE,TX,SOUTH,79360,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450162,GRACE SURGICAL HOSPITAL,2412 50TH ST,LUBBOCK,TX,SOUTH,79412,31180,31180,OTHER (SPECIFY),URBAN,YES,1113703,100-199,1225289499,NA,NA,0
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 GENERAL CAVAZOS BLVD,KINGSVILLE,TX,SOUTH,78363,99945,45,PRIVATE (NOT FOR PROFIT),RURAL,NO,5626,000-099,1093783391,CHRISTUS Spohn Health System,CHRISTUS Health,0
450164,BAYSIDE COMMUNITY HOSPITAL,200 HOSPITAL DR BOX 398,ANAHUAC,TX,SOUTH,77514,26420,26420,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,NA,000-099,NA,NA,NA,0
450165,METHODIST HOSPITAL SOUTH,1905 HWY 97 EAST,JOURDANTON,TX,SOUTH,78026,41700,41700,PRIVATE (FOR PROFIT),URBAN,NO,9855,000-099,1376071530,HCA Healthcare (FKA Hospital Corporation of America),Hospital Corporation of America (HCA),0
450166,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,308 HUDSPETH AVE,SONORA,TX,SOUTH,76950,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450169,SHACKELFORD COUNTY HOSPITAL DISTRICT,600 GREGG ST BOX 1507,ALBANY,TX,SOUTH,76430,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450170,NORTH RUNNELS HOSPITAL,HWY 153 EAST BOX 185,WINTERS,TX,SOUTH,79567,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450174,CONTINENTAL HOSPITAL NORTH,2100 HWY 183 NW,FORT WORTH,TX,SOUTH,76106,23104,23104,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450175,COLONIAL HOSPITAL INC,502 W COLLEGE ST,TERRELL,TX,SOUTH,75160,19124,19124,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,SOUTH,78572,32580,32580,PRIVATE (NOT FOR PROFIT),URBAN,NO,11994,200-299,1205833985,NA,NA,0
450177,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,SOUTH,78801,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,12492,000-099,NA,NA,NA,0
450178,PECOS COUNTY MEMORIAL HOSPITAL,387 WEST I 10,FORT STOCKTON,TX,SOUTH,79735,99945,45,LOCAL,RURAL,YES,11560,000-099,1760598692,NA,NA,0
450179,VALLEY COMMUNITY HOSPITAL,7722 N LOOP RD,EL PASO,TX,SOUTH,79915,21340,21340,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
450181,YOAKUM COUNTY HOSPITAL,412 MUSTANG AVE DRAWER 1130,DENVER CITY,TX,SOUTH,79323,99945,45,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
450182,SOUTH PLAINS HOSPITAL CLINIC INC,1400 MAIN ST BOX 487,AMHERST,TX,SOUTH,79312,99945,45,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
450183,CORPUS CHRISTI OSTEOPATHIC HOSPITAL,1502 TARLTON DR,CORPUS CHRISTI,TX,SOUTH,78415,18580,18580,OTHER (SPECIFY),URBAN,YES,NA,100-199,NA,NA,NA,0
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON,TX,SOUTH,77008,26420,26420,PRIVATE (NOT FOR PROFIT),URBAN,YES,10718,500+,1730132234,Memorial Hermann Health System,NA,0
450185,COLLINGSWORTH GENERAL HOSPITAL,1013 15TH STREET,WELLINGTON,TX,SOUTH,79095,99945,45,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,SOUTH,77833,99945,45,PRIVATE (NOT FOR PROFIT),RURAL,NO,10733,000-099,1154315307,Baylor Scott & White - Central Texas (FKA Scott & White Memorial Healthcare),Baylor Scott & White Health,0
